fipstate,naics,emp,qp1,ap,est,year
42,813///,134630,606375,2523890,15616,2005
44,113///,0,0,0,1,2005
44,114///,0,0,0,28,2005
44,115///,0,0,0,25,2005
44,211///,0,0,0,2,2005
44,212///,0,0,0,20,2005
44,213///,0,0,0,3,2005
44,221///,1444,23991,110220,34,2005
44,236///,5826,59466,274620,1210,2005
44,237///,1671,19990,120325,159,2005
44,238///,12544,120141,598587,2328,2005
44,311///,2575,15638,69642,159,2005
44,312///,0,0,0,14,2005
44,313///,2899,22249,91872,63,2005
44,314///,686,4062,19236,53,2005
44,315///,0,0,0,17,2005
44,316///,0,0,0,13,2005
44,321///,668,4611,20859,42,2005
44,322///,1401,12508,54573,34,2005
44,323///,2388,21079,89512,171,2005
44,324///,0,0,0,4,2005
44,325///,3791,73784,259308,63,2005
44,326///,3821,36223,148786,78,2005
44,327///,564,4798,28187,53,2005
44,331///,1380,12896,53981,57,2005
44,332///,9037,82525,340200,350,2005
44,333///,3349,39119,148695,134,2005
44,334///,5681,73279,300404,60,2005
44,335///,3255,32212,147397,36,2005
44,336///,2082,17540,75887,51,2005
44,337///,2539,18258,78515,77,2005
44,339///,11905,98291,414217,427,2005
44,423///,12348,137676,580426,864,2005
44,424///,5196,55664,237330,384,2005
44,425///,716,9143,39615,171,2005
44,441///,6416,53146,242494,452,2005
44,442///,1947,9971,43825,222,2005
44,443///,1174,7008,30364,173,2005
44,444///,3943,28917,126981,274,2005
44,445///,13329,58498,228654,725,2005
44,446///,6410,51166,189113,309,2005
44,447///,2319,9684,41576,389,2005
44,448///,5657,21833,94730,551,2005
44,451///,2052,7410,33406,252,2005
44,452///,5790,24944,111298,107,2005
44,453///,3007,11750,52443,501,2005
44,454///,2680,21790,89599,246,2005
44,481///,458,3577,14223,18,2005
44,483///,0,0,0,13,2005
44,484///,2721,21565,99766,343,2005
44,485///,2481,9456,40595,106,2005
44,486///,0,0,0,4,2005
44,487///,0,0,0,32,2005
44,488///,990,9827,44106,119,2005
44,492///,1670,11513,47328,37,2005
44,493///,2979,10363,43456,31,2005
44,511///,3082,34135,176049,99,2005
44,512///,0,0,0,44,2005
44,515///,912,11083,44383,35,2005
44,516///,0,0,0,14,2005
44,517///,2571,31051,123804,122,2005
44,518///,506,6199,25926,57,2005
44,519///,622,5168,20115,32,2005
44,522///,18593,296126,1150802,772,2005
44,523///,0,0,0,199,2005
44,524///,0,0,0,582,2005
44,525///,0,0,0,7,2005
44,531///,4628,37550,169913,974,2005
44,532///,2148,13025,57051,235,2005
44,533///,90,2461,8375,9,2005
44,541///,22718,280662,1141686,3114,2005
44,551///,9684,222433,726531,127,2005
44,561///,21982,117342,523729,1567,2005
44,562///,947,8128,39638,112,2005
44,611///,22070,161971,688237,375,2005
44,621///,22837,221430,1015192,2036,2005
44,622///,26551,268270,1102227,20,2005
44,623///,19950,109637,466473,448,2005
44,624///,12948,56620,241219,614,2005
44,711///,1950,11462,51975,110,2005
44,712///,628,2847,14340,55,2005
44,713///,4331,22190,115433,371,2005
44,721///,4199,18996,97136,207,2005
44,722///,38439,110537,514011,2694,2005
44,811///,4813,35850,150307,961,2005
44,812///,5864,26807,116847,1064,2005
44,813///,9064,46569,196240,1048,2005
45,113///,3960,35040,138738,435,2005
45,114///,312,2992,12902,18,2005
45,115///,699,5805,23333,155,2005
45,211///,0,0,0,1,2005
45,212///,1117,11912,49607,60,2005
45,213///,0,0,0,18,2005
45,221///,11279,199504,664361,302,2005
45,236///,24056,205787,941769,3667,2005
45,237///,23139,185163,845185,938,2005
45,238///,61081,397767,1807336,7680,2005
45,311///,17010,113752,485610,200,2005
45,312///,791,6571,31570,23,2005
45,313///,30559,232152,903396,235,2005
45,314///,8622,54800,202563,157,2005
45,315///,2970,15226,58354,95,2005
45,316///,0,0,0,11,2005
45,321///,11159,85544,357319,272,2005
45,322///,12214,155580,647415,96,2005
45,323///,5334,42641,180541,372,2005
45,324///,0,0,0,20,2005
45,325///,31225,451135,1807196,242,2005
45,326///,22308,234234,964135,229,2005
45,327///,9536,96060,398095,250,2005
45,331///,6128,86648,335616,77,2005
45,332///,26706,240438,1004418,740,2005
45,333///,23684,246431,982970,340,2005
45,334///,8139,84931,345264,79,2005
45,335///,10547,108500,453973,90,2005
45,336///,32460,350943,1410873,207,2005
45,337///,4103,28053,124138,249,2005
45,339///,7479,59937,246082,305,2005
45,423///,37373,418060,1780969,2926,2005
45,424///,23657,220120,930105,1445,2005
45,425///,2688,25666,111746,424,2005
45,441///,27725,213304,929530,2327,2005
45,442///,8458,46886,200877,1213,2005
45,443///,5480,27719,123520,759,2005
45,444///,20336,128741,553301,1497,2005
45,445///,38712,143355,610976,1944,2005
45,446///,14872,72053,308967,1320,2005
45,447///,17823,65139,277682,2416,2005
45,448///,23154,74364,319046,2611,2005
45,451///,7221,25229,109884,855,2005
45,452///,41020,180555,746342,969,2005
45,453///,10886,43662,193327,2073,2005
45,454///,5050,33140,137959,606,2005
45,481///,1314,15983,64040,49,2005
45,483///,170,2113,7105,19,2005
45,484///,22056,171859,746109,1555,2005
45,485///,1547,6299,27378,107,2005
45,486///,153,3189,10513,15,2005
45,487///,465,1727,10086,64,2005
45,488///,9116,83604,359478,481,2005
45,492///,5592,40167,164970,144,2005
45,493///,10733,71272,303519,254,2005
45,511///,7827,86574,380000,277,2005
45,512///,1681,4704,20529,147,2005
45,515///,2841,26176,107323,152,2005
45,516///,11,62,388,8,2005
45,517///,14109,167227,643143,595,2005
45,518///,2097,29098,113585,152,2005
45,519///,478,2519,11664,23,2005
45,521///,0,0,0,1,2005
45,522///,35609,352696,1379980,3868,2005
45,523///,0,0,0,733,2005
45,524///,26777,313636,1169654,2199,2005
45,525///,0,0,0,26,2005
45,531///,18255,134163,637686,3843,2005
45,532///,8875,56386,232343,1059,2005
45,533///,74,879,4040,16,2005
45,541///,76896,921992,3778332,9140,2005
45,551///,29032,485733,1867304,537,2005
45,561///,126064,616120,2789440,5052,2005
45,562///,3547,29343,124356,270,2005
45,611///,24797,121027,505894,917,2005
45,621///,61058,618109,2906117,6041,2005
45,622///,76350,703484,2966234,83,2005
45,623///,35486,171887,729433,846,2005
45,624///,23563,79491,333574,1938,2005
45,711///,3305,13270,61298,292,2005
45,712///,1233,5247,23299,84,2005
45,713///,17577,58185,271413,1136,2005
45,721///,27615,103312,479290,1186,2005
45,722///,146038,372581,1670773,7727,2005
45,811///,18713,121066,530439,3330,2005
45,812///,17097,68480,293395,2573,2005
45,813///,41563,166945,702416,5271,2005
46,113///,0,0,0,23,2005
46,114///,0,0,0,27,2005
46,115///,217,972,5458,87,2005
46,211///,0,0,0,4,2005
46,212///,0,0,0,46,2005
46,213///,0,0,0,13,2005
46,221///,2018,24638,108961,155,2005
46,236///,5348,37377,166734,1056,2005
46,237///,1814,15406,104758,278,2005
46,238///,10521,69735,357474,1917,2005
46,311///,7266,56132,225504,121,2005
46,312///,0,0,0,7,2005
46,313///,0,0,0,2,2005
46,314///,335,1875,9029,14,2005
46,315///,0,0,0,8,2005
46,316///,0,0,0,2,2005
46,321///,1719,13009,57117,59,2005
46,322///,798,7056,29589,9,2005
46,323///,1536,11921,50317,98,2005
46,324///,0,0,0,3,2005
46,325///,963,9254,41562,39,2005
46,326///,1857,13055,54065,42,2005
46,327///,1252,10884,50708,72,2005
46,331///,631,5538,22499,9,2005
46,332///,4060,32053,131179,137,2005
46,333///,5549,49595,207505,97,2005
46,334///,2862,23954,96235,31,2005
46,335///,551,3925,18028,12,2005
46,336///,2305,23148,90075,45,2005
46,337///,2039,13169,59241,70,2005
46,339///,4815,33464,138542,87,2005
46,423///,7409,73532,311957,655,2005
46,424///,5788,41518,191194,517,2005
46,425///,1121,4283,17758,106,2005
46,441///,6843,50380,220499,574,2005
46,442///,1261,7218,31852,174,2005
46,443///,1439,8984,40245,190,2005
46,444///,5177,30401,129119,518,2005
46,445///,9271,32095,137448,509,2005
46,446///,2207,11599,50088,213,2005
46,447///,5732,17396,75686,639,2005
46,448///,2820,8821,35770,365,2005
46,451///,2050,7820,30739,210,2005
46,452///,8571,34975,146877,135,2005
46,453///,2661,9549,43169,529,2005
46,454///,1494,9461,40679,226,2005
46,481///,231,1564,7160,20,2005
46,484///,4809,34840,153939,788,2005
46,485///,0,0,0,68,2005
46,486///,0,0,0,16,2005
46,487///,0,0,0,10,2005
46,488///,471,3186,14212,75,2005
46,492///,0,0,0,55,2005
46,493///,379,2635,10786,23,2005
46,511///,1958,11670,48456,124,2005
46,512///,0,0,0,52,2005
46,515///,1128,7915,32893,59,2005
46,516///,0,0,0,9,2005
46,517///,2627,31865,130183,131,2005
46,518///,384,3999,16096,42,2005
46,519///,0,0,0,5,2005
46,522///,17294,163417,616867,750,2005
46,523///,0,0,0,261,2005
46,524///,5871,60145,237716,829,2005
46,525///,0,0,0,3,2005
46,531///,2891,14071,64658,718,2005
46,532///,1100,5446,24926,163,2005
46,533///,66,520,2659,11,2005
46,541///,9716,75658,331875,1703,2005
46,551///,5409,117680,415658,143,2005
46,561///,8930,39350,175954,831,2005
46,562///,636,3512,15489,102,2005
46,611///,8024,36626,149156,201,2005
46,621///,13175,136709,633697,1237,2005
46,622///,23199,212552,971358,60,2005
46,623///,12330,56898,238602,262,2005
46,624///,6927,23762,103468,613,2005
46,711///,807,2224,10348,97,2005
46,712///,287,1309,7515,56,2005
46,713///,5151,16679,78835,490,2005
46,721///,7953,24452,121432,541,2005
46,722///,26736,58208,262444,1744,2005
46,811///,3389,18298,79450,860,2005
46,812///,2902,11461,49967,515,2005
46,813///,7768,29384,121809,1313,2005
47,113///,839,5337,22647,189,2005
47,114///,0,0,0,2,2005
47,115///,0,0,0,90,2005
47,211///,83,654,3016,10,2005
47,212///,2462,24269,106979,171,2005
47,213///,223,1728,10563,36,2005
47,221///,3183,37965,156536,163,2005
47,236///,27479,232287,1171003,3491,2005
47,237///,18346,153078,753727,965,2005
47,238///,66786,501334,2374151,6962,2005
47,311///,38440,326211,1393240,334,2005
47,312///,3140,31386,133836,57,2005
47,313///,5533,53691,216507,71,2005
47,314///,5014,33829,161891,139,2005
47,315///,6745,34124,153140,140,2005
47,316///,1723,9238,39077,35,2005
47,321///,17667,115077,504029,593,2005
47,322///,14424,157530,664181,154,2005
47,323///,17933,159403,670227,717,2005
47,324///,949,12911,57066,48,2005
47,325///,29501,406629,1603251,259,2005
47,326///,31921,288578,1209198,374,2005
47,327///,12997,112573,484603,385,2005
47,331///,11348,131280,532756,128,2005
47,332///,36511,314101,1335800,1174,2005
47,333///,32184,305428,1214947,495,2005
47,334///,11964,127285,520507,146,2005
47,335///,20170,159328,666005,117,2005
47,336///,63626,672329,2864915,329,2005
47,337///,18686,121111,528059,439,2005
47,339///,15769,158477,611476,537,2005
47,423///,67041,749508,3250392,4612,2005
47,424///,43822,466795,2064111,1968,2005
47,425///,5396,55293,259813,756,2005
47,441///,41300,337870,1493635,3071,2005
47,442///,10363,59327,266234,1258,2005
47,443///,7124,38889,173680,893,2005
47,444///,28528,184349,806981,1952,2005
47,445///,56273,188542,790858,2542,2005
47,446///,23670,142142,641556,1789,2005
47,447///,22149,79444,339412,3257,2005
47,448///,29653,98207,415388,3011,2005
47,451///,11091,38336,166968,1196,2005
47,452///,63330,286586,1159274,1260,2005
47,453///,15924,63991,283346,2713,2005
47,454///,10695,77381,337344,856,2005
47,481///,6797,63580,254991,98,2005
47,483///,2226,26466,108358,16,2005
47,484///,57990,473212,2102925,2324,2005
47,485///,4974,27328,117540,313,2005
47,486///,0,0,0,40,2005
47,487///,0,0,0,24,2005
47,488///,8817,69467,304250,593,2005
47,492///,0,0,0,446,2005
47,493///,20340,136564,581898,405,2005
47,511///,14990,137016,537751,477,2005
47,512///,4699,40381,164173,535,2005
47,515///,7013,90488,343243,299,2005
47,516///,0,0,0,28,2005
47,517///,20994,236980,939897,939,2005
47,518///,6827,87072,341661,274,2005
47,519///,0,0,0,22,2005
47,521///,0,0,0,11,2005
47,522///,61537,747404,2831024,5249,2005
47,523///,8710,282800,1142590,1080,2005
47,524///,45421,582470,2213250,3349,2005
47,525///,0,0,0,51,2005
47,531///,23524,202359,867983,4010,2005
47,532///,13705,87888,382748,1538,2005
47,533///,413,4425,23646,40,2005
47,541///,110585,1224578,5320454,11082,2005
47,551///,65272,1205650,4877458,1084,2005
47,561///,171510,947881,4047546,5798,2005
47,562///,8554,78996,328563,353,2005
47,611///,44848,284365,1204322,1086,2005
47,621///,110166,1154893,5414090,9522,2005
47,622///,127904,1193969,5093660,178,2005
47,623///,56383,277489,1186201,1123,2005
47,624///,37965,145510,631191,2873,2005
47,711///,8974,123740,579726,941,2005
47,712///,2657,13485,63120,128,2005
47,713///,17708,62441,308311,1188,2005
47,721///,26961,106257,469383,1474,2005
47,722///,193009,526440,2254931,9418,2005
47,811///,22026,148043,643239,3843,2005
47,812///,26521,117945,507325,3342,2005
47,813///,63917,292923,1213735,7381,2005
48,113///,1887,14515,62661,305,2005
48,114///,507,1938,8489,103,2005
48,115///,5626,37281,160684,780,2005
48,211///,34124,950679,3611632,2958,2005
48,212///,8002,84326,358456,384,2005
48,213///,84840,1193765,5101630,3001,2005
48,221///,41610,786995,2889362,2207,2005
48,236///,95872,1107759,4852079,10761,2005
48,237///,109583,1012532,4615478,3918,2005
48,238///,296239,2263460,10402266,24953,2005
48,311///,90226,624613,2618502,1580,2005
48,312///,7976,81420,385122,154,2005
48,313///,3112,22798,98489,107,2005
48,314///,7178,37938,169688,409,2005
48,315///,8216,43961,186816,426,2005
48,316///,3941,19910,89097,145,2005
48,321///,27944,191023,854407,771,2005
48,322///,17351,184939,747420,259,2005
48,323///,34305,292713,1248972,2191,2005
48,324///,19671,521062,1933440,198,2005
48,325///,66325,1108765,4474600,1140,2005
48,326///,46888,393682,1701540,888,2005
48,327///,36490,330735,1424066,1209,2005
48,331///,22396,237756,994519,299,2005
48,332///,106006,935207,4185930,4137,2005
48,333///,74777,840312,3688712,1577,2005
48,334///,92638,1635372,6473535,941,2005
48,335///,15883,177987,709685,370,2005
48,336///,70118,967581,4062044,730,2005
48,337///,28578,191596,852545,1117,2005
48,339///,36202,318348,1325539,1904,2005
48,423///,269450,3774438,15646851,19039,2005
48,424///,147164,1732452,6988721,8731,2005
48,425///,33592,265535,1258564,3363,2005
48,441///,151164,1326411,5713736,9620,2005
48,442///,39555,231929,1008566,4357,2005
48,443///,37649,218462,938746,3505,2005
48,444///,83262,513830,2175336,5424,2005
48,445///,181552,797988,3333256,9207,2005
48,446///,62835,405368,1701361,5669,2005
48,447///,72367,276462,1148331,10246,2005
48,448///,108988,385892,1598582,10430,2005
48,451///,50432,187535,855770,3400,2005
48,452///,216033,974566,4107560,3875,2005
48,453///,53218,215734,940160,7891,2005
48,454///,23877,186483,796130,2711,2005
48,481///,59082,772081,3173288,496,2005
48,483///,4925,76315,272692,154,2005
48,484///,113296,920707,4043734,7837,2005
48,485///,14472,69082,296833,596,2005
48,486///,11141,272663,952447,589,2005
48,487///,1037,7163,32031,81,2005
48,488///,57445,521557,2266333,3457,2005
48,492///,35599,247891,1033945,955,2005
48,493///,39529,367347,1466692,1080,2005
48,511///,60112,900701,3626564,2014,2005
48,512///,13420,64101,298646,955,2005
48,515///,20008,261659,1063407,747,2005
48,516///,1598,24592,88392,118,2005
48,517///,106172,1591117,5884018,3967,2005
48,518///,47448,857668,3268232,1501,2005
48,519///,2738,19556,82240,184,2005
48,521///,0,0,0,8,2005
48,522///,241320,3017538,11276420,15511,2005
48,523///,42001,1301668,4481376,6102,2005
48,524///,152738,2135863,7933272,13312,2005
48,525///,0,0,0,344,2005
48,531///,104438,969852,4073714,19044,2005
48,532///,54463,424016,1790452,5588,2005
48,533///,1937,29017,131762,236,2005
48,541///,519075,7094211,31442127,55618,2005
48,551///,243924,6407530,22961124,3917,2005
48,561///,765418,4692868,20521070,22383,2005
48,562///,21449,209650,850394,1138,2005
48,611///,129348,869060,3678489,4878,2005
48,621///,467133,4028851,18827208,38343,2005
48,622///,338544,3346042,14078713,635,2005
48,623///,148930,716322,3000725,3335,2005
48,624///,142701,523378,2261575,9147,2005
48,711///,21764,269816,1154236,1559,2005
48,712///,7387,36832,162300,388,2005
48,713///,76326,267362,1201658,4170,2005
48,721///,89599,395773,1674341,4159,2005
48,722///,711304,2032355,8630321,35830,2005
48,811///,115914,807318,3519625,16012,2005
48,812///,95290,435317,1854750,12840,2005
48,813///,193254,853469,3534578,19727,2005
49,113///,0,0,0,14,2005
49,114///,0,0,0,10,2005
49,115///,0,0,0,49,2005
49,211///,1027,18464,66290,56,2005
49,212///,3873,53059,230136,83,2005
49,213///,2853,36410,180271,234,2005
49,221///,4725,74315,314586,208,2005
49,236///,16727,131439,625934,2959,2005
49,237///,8219,69013,382092,580,2005
49,238///,45641,303387,1477714,6467,2005
49,311///,14768,104639,455104,265,2005
49,312///,0,0,0,19,2005
49,313///,65,187,878,12,2005
49,314///,887,5312,23756,71,2005
49,315///,421,1822,8182,41,2005
49,316///,125,551,2302,16,2005
49,321///,3220,19277,89863,166,2005
49,322///,2541,24861,102998,32,2005
49,323///,5967,44972,187954,276,2005
49,324///,0,0,0,17,2005
49,325///,6222,73849,291167,132,2005
49,326///,4909,38143,162828,148,2005
49,327///,3859,35114,165543,155,2005
49,331///,3316,40026,162413,48,2005
49,332///,10735,90678,406616,541,2005
49,333///,5582,56501,234817,162,2005
49,334///,14428,181325,784211,153,2005
49,335///,1532,15556,65360,41,2005
49,336///,12437,137544,600127,112,2005
49,337///,7093,53057,222731,345,2005
49,339///,16482,139303,571536,413,2005
49,423///,28934,309406,1333939,2125,2005
49,424///,14979,143147,603798,883,2005
49,425///,2081,16447,71768,426,2005
49,441///,16730,132574,592511,1171,2005
49,442///,5580,34901,150255,546,2005
49,443///,4548,22935,98184,507,2005
49,444///,10517,67985,292702,673,2005
49,445///,23388,101755,422896,689,2005
49,446///,4813,25574,108699,597,2005
49,447///,8782,28157,123271,810,2005
49,448///,11300,37550,155177,1022,2005
49,451///,8103,25951,110292,705,2005
49,452///,23755,107365,472573,311,2005
49,453///,5913,22736,97845,912,2005
49,454///,6644,51082,216047,511,2005
49,481///,8179,101790,361714,41,2005
49,483///,0,0,0,2,2005
49,484///,20778,159693,731266,1213,2005
49,485///,1146,5064,20419,70,2005
49,486///,0,0,0,18,2005
49,487///,0,0,0,16,2005
49,488///,3096,22512,98028,252,2005
49,492///,4446,28950,119467,127,2005
49,493///,3788,32736,130818,112,2005
49,511///,10405,144196,597987,328,2005
49,512///,3483,12225,57282,256,2005
49,515///,1786,19601,80270,67,2005
49,516///,1432,15971,82793,37,2005
49,517///,7376,101587,385722,386,2005
49,518///,6511,56646,244740,257,2005
49,519///,96,929,3394,18,2005
49,521///,0,0,0,1,2005
49,522///,31308,300433,1214760,2299,2005
49,523///,0,0,0,728,2005
49,524///,13631,157204,626715,1771,2005
49,525///,0,0,0,20,2005
49,531///,11775,74502,348897,3510,2005
49,532///,5318,33332,137166,572,2005
49,533///,173,2210,14530,23,2005
49,541///,64467,611583,2761145,7460,2005
49,551///,15582,252209,968030,390,2005
49,561///,90354,468366,2101075,3369,2005
49,562///,3231,31393,166636,155,2005
49,611///,29845,155671,657061,737,2005
49,621///,39494,353665,1642001,4586,2005
49,622///,38777,306629,1315761,58,2005
49,623///,20153,82242,348718,429,2005
49,624///,9747,38566,169162,847,2005
49,711///,2732,26314,97169,262,2005
49,712///,436,1987,9513,30,2005
49,713///,12265,41404,153124,510,2005
49,721///,17445,69545,280322,637,2005
49,722///,70227,173343,735844,3723,2005
49,811///,11578,68884,305169,2037,2005
49,812///,9393,34705,150645,1348,2005
49,813///,24195,161885,697545,970,2005
50,113///,0,0,0,77,2005
50,114///,0,0,0,1,2005
50,115///,249,2089,9287,49,2005
50,212///,0,0,0,49,2005
50,213///,0,0,0,1,2005
50,221///,1885,37700,131472,54,2005
50,236///,4700,38572,181218,1093,2005
50,237///,1971,20018,104886,130,2005
50,238///,8412,65245,337468,1844,2005
50,311///,3483,27978,123717,140,2005
50,312///,311,2754,10494,14,2005
50,313///,194,1410,4953,12,2005
50,314///,106,416,2002,27,2005
50,315///,316,1787,7682,27,2005
50,316///,0,0,0,4,2005
50,321///,2354,17899,75350,112,2005
50,322///,1310,12755,50252,11,2005
50,323///,1651,15062,62690,102,2005
50,324///,0,0,0,12,2005
50,325///,932,10174,38474,26,2005
50,326///,1471,12544,54350,28,2005
50,327///,1631,12649,64461,118,2005
50,331///,0,0,0,2,2005
50,332///,2699,25980,107389,120,2005
50,333///,3644,42793,177365,81,2005
50,334///,8596,147377,531041,49,2005
50,335///,1849,29731,116944,21,2005
50,336///,1812,24881,96233,12,2005
50,337///,2213,15498,64790,91,2005
50,339///,2430,14563,59909,117,2005
50,423///,4958,50809,215577,535,2005
50,424///,5217,49949,217996,278,2005
50,425///,307,2689,11211,62,2005
50,441///,5349,40478,185752,430,2005
50,442///,1501,8323,36182,199,2005
50,443///,0,0,0,113,2005
50,444///,3855,26237,118234,362,2005
50,445///,10278,40082,166631,574,2005
50,446///,2195,14249,60349,197,2005
50,447///,4103,15466,66447,483,2005
50,448///,2950,10245,44381,365,2005
50,451///,2327,8897,34487,295,2005
50,452///,0,0,0,117,2005
50,453///,2257,9039,42411,470,2005
50,454///,3138,25374,106229,300,2005
50,481///,0,0,0,10,2005
50,483///,0,0,0,6,2005
50,484///,2280,19008,85529,341,2005
50,485///,1506,6303,25064,65,2005
50,486///,0,0,0,1,2005
50,487///,0,0,0,5,2005
50,488///,0,0,0,59,2005
50,492///,1153,8054,33436,32,2005
50,493///,518,3280,15352,17,2005
50,511///,2499,21558,91574,148,2005
50,512///,0,0,0,68,2005
50,515///,712,5929,22615,61,2005
50,516///,0,0,0,3,2005
50,517///,1662,22674,81662,129,2005
50,518///,1144,16585,73267,46,2005
50,519///,0,0,0,72,2005
50,522///,5072,50681,206461,430,2005
50,523///,0,0,0,166,2005
50,524///,0,0,0,386,2005
50,525///,0,0,0,1,2005
50,531///,2213,14380,66905,615,2005
50,532///,0,0,0,187,2005
50,533///,0,0,0,5,2005
50,541///,15821,126739,587749,2099,2005
50,551///,3689,67655,256459,91,2005
50,561///,7676,38506,181607,893,2005
50,562///,570,4351,19661,81,2005
50,611///,13692,77038,327266,335,2005
50,621///,15069,120303,515505,1230,2005
50,622///,0,0,0,17,2005
50,623///,7014,38186,162510,193,2005
50,624///,0,0,0,642,2005
50,711///,580,3728,20510,143,2005
50,712///,409,2471,10941,53,2005
50,713///,7630,29524,98080,301,2005
50,721///,10592,45088,166458,517,2005
50,722///,19042,56443,236742,1446,2005
50,811///,2412,15621,66843,674,2005
50,812///,2322,10003,42933,521,2005
50,813///,4870,23558,99097,931,2005
51,113///,2571,24169,98341,460,2005
51,114///,268,1769,15385,50,2005
51,115///,944,5710,25822,225,2005
51,211///,205,3987,21764,19,2005
51,212///,8033,102521,446590,258,2005
51,213///,1850,21318,95849,79,2005
51,221///,15625,312462,1211784,309,2005
51,236///,55885,581506,2647074,8163,2005
51,237///,32278,282573,1365411,1578,2005
51,238///,141242,1098086,5153772,14786,2005
51,311///,32341,226594,954457,407,2005
51,312///,7765,127323,498728,93,2005
51,313///,12102,110259,407909,69,2005
51,314///,4207,25301,109694,171,2005
51,315///,2844,12427,56835,114,2005
51,316///,269,1678,6597,13,2005
51,321///,19473,141703,625969,536,2005
51,322///,10990,134290,536239,101,2005
51,323///,17340,153202,648436,736,2005
51,324///,593,7685,33990,22,2005
51,325///,16699,251027,955610,183,2005
51,326///,24040,229459,940206,183,2005
51,327///,12459,110098,476724,375,2005
51,331///,6456,75518,313106,65,2005
51,332///,18617,173601,738859,788,2005
51,333///,15761,169032,696093,320,2005
51,334///,15904,243781,1067013,235,2005
51,335///,7477,97382,370947,105,2005
51,336///,38281,423737,1715927,192,2005
51,337///,17206,117227,499113,533,2005
51,339///,9228,75954,334585,557,2005
51,423///,69108,884133,3762997,4900,2005
51,424///,35982,363401,1553661,2019,2005
51,425///,5900,60631,266687,871,2005
51,441///,55656,490293,2159664,3361,2005
51,442///,18631,113632,502737,1934,2005
51,443///,13464,71067,329233,1338,2005
51,444///,34527,231099,1022227,1986,2005
51,445///,75062,329203,1328336,3587,2005
51,446///,23520,118010,509621,2029,2005
51,447///,30232,122741,530223,3518,2005
51,448///,43711,155876,659680,4105,2005
51,451///,17148,60465,253157,1627,2005
51,452///,74883,332831,1403139,1289,2005
51,453///,22919,90881,401535,3335,2005
51,454///,14698,103795,452141,1226,2005
51,481///,13419,167981,675917,146,2005
51,483///,2102,33275,146535,55,2005
51,484///,35960,277038,1252980,3251,2005
51,485///,9531,53918,249476,352,2005
51,486///,0,0,0,37,2005
51,487///,0,0,0,44,2005
51,488///,12972,114946,470681,810,2005
51,492///,11100,82049,344293,341,2005
51,493///,18449,115831,514588,312,2005
51,511///,24512,382641,1564987,942,2005
51,512///,5293,31126,128821,398,2005
51,515///,6937,80009,330220,250,2005
51,516///,1805,34074,142405,84,2005
51,517///,46401,868376,3304255,1629,2005
51,518///,19452,502218,1600845,674,2005
51,519///,1010,7893,36357,122,2005
51,521///,0,0,0,5,2005
51,522///,96964,1815067,6197972,5449,2005
51,523///,12289,394426,1335696,1516,2005
51,524///,51416,783323,2839124,4382,2005
51,525///,0,0,0,130,2005
51,531///,44025,466037,1886017,7258,2005
51,532///,15737,102504,434066,1664,2005
51,533///,979,7814,31516,33,2005
51,541///,355406,5594345,24259680,25836,2005
51,551///,56695,1304769,4745471,1056,2005
51,561///,222657,1435394,6384402,9521,2005
51,562///,7403,64987,262624,443,2005
51,611///,57642,363694,1532308,2280,2005
51,621///,121429,1279690,6047674,11523,2005
51,622///,113649,1068865,4682863,129,2005
51,623///,60653,328382,1404010,1212,2005
51,624///,50351,222976,960757,3422,2005
51,711///,7608,75536,340493,663,2005
51,712///,4668,26601,120187,204,2005
51,713///,34802,112305,535882,1783,2005
51,721///,45122,189911,860724,1673,2005
51,722///,239735,706389,3066909,12997,2005
51,811///,36507,302619,1272696,6009,2005
51,812///,40863,187694,819425,6045,2005
51,813///,85729,597144,2484320,9107,2005
53,113///,5525,55955,231409,690,2005
53,114///,2111,32723,139037,419,2005
53,115///,6015,34933,159761,471,2005
53,211///,213,1463,3850,10,2005
53,212///,2526,30822,138235,142,2005
53,213///,244,3038,14289,31,2005
53,221///,5637,96569,374928,305,2005
53,236///,42812,417932,1964012,8535,2005
53,237///,22628,278034,1367849,1417,2005
53,238///,98951,868709,4160990,14046,2005
53,311///,31871,252352,1107743,734,2005
53,312///,3186,30077,124521,184,2005
53,313///,724,6307,28772,37,2005
53,314///,2372,18770,79349,167,2005
53,315///,1509,8667,39687,126,2005
53,316///,344,2643,10288,23,2005
53,321///,19160,174906,754582,525,2005
53,322///,11356,158302,646846,93,2005
53,323///,8364,75573,316806,664,2005
53,324///,2308,41287,193359,34,2005
53,325///,4859,63464,254716,237,2005
53,326///,12091,108997,474854,238,2005
53,327///,8505,81484,367084,357,2005
53,331///,5616,64776,271042,92,2005
53,332///,18495,171043,757821,1217,2005
53,333///,13668,144458,657682,434,2005
53,334///,22824,365119,1416432,357,2005
53,335///,3163,29509,125747,105,2005
53,336///,67933,1023339,4248334,414,2005
53,337///,7832,61304,270942,499,2005
53,339///,10383,98156,400996,867,2005
53,423///,70605,922123,3875652,5484,2005
53,424///,52273,518110,2221675,2918,2005
53,425///,5437,63649,287620,1092,2005
53,441///,43809,405611,1753428,2760,2005
53,442///,11994,75764,333082,1399,2005
53,443///,10320,65192,283071,1043,2005
53,444///,28271,198633,849724,1902,2005
53,445///,63434,334578,1424088,3111,2005
53,446///,16704,110847,456263,1609,2005
53,447///,15489,61548,261497,1980,2005
53,448///,29095,126151,524688,2496,2005
